states,cities,population,murder,rape,robbery,agrv_assault,burglary,larceny,vehicle_theft,violent_crime,prop_crime
California,Mountain View,75933,0.0,6.6,44.8,152.8,234.4,"1,484.2",150.1,204.1,"1,868.8"
Indiana,Muncie,70300,1.4,12.8,140.8,211.9,981.5,"2,903.3",288.8,367.0,"4,173.5"
Idaho,Nampa,83316,2.4,52.8,24.0,164.4,612.1,"1,908.4",96.0,243.7,"2,616.5"
California,Napa,78589,2.5,21.6,49.6,201.0,444.1,"1,365.3",281.2,274.8,"2,090.6"
New Hampshire,Nashua,86870,0.0,42.6,55.3,137.0,431.7,"2,189.5",96.7,234.8,"2,717.9"
Massachusetts,New Bedford,96031,2.1,56.2,283.2,731.0,967.4,"2,030.6",313.4,"1,072.6","3,311.4"
Texas,New Braunfels,60482,1.7,31.4,44.6,112.4,496.0,"2,840.5",152.1,190.1,"3,488.6"
Connecticut,New Britain,73458,4.1,6.8,243.7,177.0,"1,055.0","2,381.0",535.0,431.5,"3,971.0"
New York,New Rochelle,78025,0.0,3.8,116.6,111.5,230.7,"1,475.2",83.3,232.0,"1,789.2"
California,Newport Beach,87286,1.1,12.6,30.9,71.0,509.8,"1,845.7",108.8,115.7,"2,464.3"
Massachusetts,Newton,86710,0.0,5.8,19.6,62.3,213.4,799.2,18.5,87.6,"1,031.0"
New Jersey,North Bergen Township,61747,3.2,11.3,58.3,71.3,200.8,803.3,179.8,144.1,"1,183.9"
Arkansas,North Little Rock,63125,12.7,14.3,280.4,404.0,"1,907.3","6,168.7",590.9,711.3,"8,666.9"
Florida,North Miami,60964,4.9,34.4,351.0,464.2,"1,286.0","3,100.2",490.5,854.6,"4,876.6"
Texas,North Richland Hills,65750,1.5,27.4,35.0,194.7,457.8,"1,817.5",115.6,258.6,"2,390.9"
Pennsylvania,Northern York Regional,66974,3.0,4.5,20.9,70.2,150.8,"1,523.0",62.7,98.5,"1,736.5"
Connecticut,Norwalk,86693,3.5,10.4,78.4,221.5,288.4,"1,559.5",128.0,313.8,"1,975.9"
Missouri,O'Fallon,80670,2.5,6.2,5.0,78.1,155.0,"1,363.6",26.0,91.7,"1,544.6"
Utah,Ogden,85083,2.4,29.4,112.8,270.3,862.7,"3,585.9",253.9,414.9,"4,702.5"
New Jersey,Old Bridge Township,66057,3.0,3.0,22.7,56.0,216.5,"1,074.8",89.3,84.8,"1,380.6"
Utah,Orem,91953,2.2,12.0,22.8,7.6,220.8,"2,052.1",84.8,44.6,"2,357.7"
Wisconsin,Oshkosh,66514,0.0,19.5,27.1,240.6,511.2,"2,022.1",55.6,287.2,"2,588.9"
Illinois,Palatine,68890,1.5,8.7,11.6,20.3,47.9,"1,215.0",30.5,42.1,"1,293.4"
California,Palo Alto,66019,0.0,6.1,39.4,34.8,495.3,"1,566.2",72.7,80.3,"2,134.2"
Ohio,Parma,80963,0.0,4.9,17.3,46.9,58.1,491.6,7.4,69.2,557.0
Washington,Pasco,63806,1.6,20.4,64.3,217.8,656.7,"1,686.4",263.3,304.0,"2,606.3"
New Jersey,Passaic,70237,8.5,2.8,330.3,388.7,625.0,"1,228.7",223.5,730.4,"2,077.3"
Rhode Island,Pawtucket,71085,5.6,49.2,113.9,236.3,955.2,"1,959.6",530.4,405.1,"3,445.2"
Texas,Pearland,94702,1.1,19.0,29.6,80.3,292.5,"1,470.9",87.6,129.9,"1,851.1"
California,Perris,70616,4.2,8.5,133.1,194.0,691.1,"1,583.2",672.7,339.9,"2,946.9"
Texas,Pharr,73599,0.0,19.0,59.8,288.0,750.0,"2,212.0",195.7,366.9,"3,157.7"
California,Pico Rivera,63988,1.6,9.4,143.8,253.2,545.4,"1,661.2",575.1,407.9,"2,781.8"
California,Pittsburg,64890,4.6,9.2,127.9,92.5,"1,141.9","1,269.8",835.3,234.2,"3,247.0"
Florida,Plantation,87705,4.6,12.5,144.8,155.1,800.4,"2,909.8",215.5,317.0,"3,925.7"
California,Pleasanton,71875,1.4,5.6,25.0,36.2,229.6,"1,384.3",165.6,68.2,"1,779.5"
Minnesota,Plymouth,72020,0.0,,19.4,26.4,358.2,"1,262.1",43.0,,"1,663.4"
Maine,Portland,66413,1.5,49.7,123.5,85.8,618.9,"3,220.8",123.5,260.5,"3,963.1"
Virginia,Portsmouth,96739,11.4,42.4,188.1,234.7,"1,259.1","3,506.3",218.1,476.5,"4,983.5"
Massachusetts,Quincy,93736,0.0,33.1,89.6,305.1,528.1,"1,006.0",123.8,427.8,"1,657.8"
Wisconsin,Racine,79055,5.1,39.2,266.9,161.9,"1,392.7","2,466.6",164.4,473.1,"4,023.8"
New York,Ramapo Town,85448,0.0,5.9,15.2,72.6,160.3,658.9,18.7,93.6,837.9
California,Rancho Cordova,66214,13.6,42.3,169.1,368.5,635.8,"2,060.0",486.3,593.5,"3,182.1"
South Dakota,Rapid City,69979,5.7,158.6,78.6,364.4,844.5,"3,906.9",328.7,607.3,"5,080.1"
Pennsylvania,Reading,88557,16.9,49.7,431.4,437.0,"1,634.0","1,839.5",605.3,935.0,"4,078.7"
California,Redding,90974,3.3,72.5,144.0,555.1,"1,195.9","3,066.8",551.8,774.9,"4,814.6"
California,Redlands,70399,2.8,21.3,106.5,183.2,863.6,"2,818.2",568.2,313.9,"4,250.1"
California,Redondo Beach,67856,5.9,8.8,75.2,190.1,392.0,"1,802.3",157.7,280.0,"2,352.0"
California,Redwood City,78466,0.0,16.6,112.2,136.4,670.4,"1,428.6",195.0,265.1,"2,294.0"
Washington,Renton,93722,2.1,28.8,122.7,148.3,957.1,"3,252.2",658.3,302.0,"4,867.6"
New Mexico,Rio Rancho,89462,2.2,25.7,23.5,174.4,406.9,"1,548.1",173.3,225.8,"2,128.3"
Virginia,Roanoke,97780,9.2,40.9,144.2,360.0,961.3,"3,664.3",253.6,554.3,"4,879.3"
South Carolina,Rock Hill,68064,11.8,52.9,164.6,427.5,592.1,"2,950.2",240.9,656.7,"3,783.2"
Georgia,Roswell,92141,1.1,7.6,68.4,66.2,433.0,"1,332.7",102.0,143.3,"1,867.8"
California,San Clemente,65089,0.0,9.2,36.9,69.1,268.9,926.4,93.7,115.2,"1,289.0"
California,San Leandro,86869,2.3,17.3,312.0,171.5,804.7,"2,410.5",911.7,503.1,"4,126.9"
California,San Marcos,85810,2.3,12.8,66.4,183.0,426.5,"1,057.0",266.9,264.5,"1,750.4"
California,San Mateo,99303,0.0,13.1,81.6,168.2,287.0,"1,458.2",144.0,262.8,"1,889.2"
California,San Ramon,74013,0.0,4.1,17.6,39.2,197.3,855.3,95.9,60.8,"1,148.4"
Georgia,Sandy Springs,97890,3.1,5.1,100.1,82.7,724.3,"1,911.3",173.7,191.0,"2,809.3"
Utah,Sandy,90405,2.2,26.5,38.7,95.1,501.1,"2,287.5",157.1,162.6,"2,945.6"
California,Santa Barbara,89871,0.0,59.0,105.7,239.2,620.9,"2,697.2",148.0,403.9,"3,466.1"
California,Santa Cruz,60902,4.9,55.8,136.3,513.9,865.3,"4,587.7",433.5,711.0,"5,886.5"
New Mexico,Santa Fe,68751,2.9,21.8,158.5,298.2,"2,773.8","2,641.4",253.1,481.4,"5,668.3"
California,Santa Monica,91215,2.2,25.2,165.5,240.1,642.4,"2,887.7",195.1,433.0,"3,725.3"
Illinois,Schaumburg,74585,0.0,17.4,24.1,49.6,266.8,"2,984.5",83.1,91.2,"3,334.5"
New York,Schenectady,66631,10.5,48.0,298.7,582.3,"1,215.7","2,815.5",213.1,939.5,"4,244.3"
Pennsylvania,Scranton,76118,0.0,30.2,169.5,131.4,842.1,"2,359.5",152.4,331.1,"3,354.0"
Kansas,Shawnee,63542,0.0,17.3,18.9,97.6,239.2,"1,210.2",218.8,133.8,"1,668.2"
Michigan,Shelby Township,73960,0.0,27.0,12.2,77.1,220.4,"1,137.1",59.5,116.3,"1,417.0"
Iowa,Sioux City,83289,2.4,36.0,55.2,235.3,745.6,"3,175.7",244.9,329.0,"4,166.2"
Illinois,Skokie,65096,0.0,26.1,56.8,122.9,436.3,"1,892.6",93.7,205.8,"2,422.6"
Massachusetts,Somerville,77200,0.0,29.8,106.2,212.4,450.8,"1,616.6",165.8,348.4,"2,233.2"
California,South Gate,95966,9.4,15.6,276.1,275.1,427.2,"1,268.2",956.6,576.2,"2,652.0"
California,South San Francisco,65006,0.0,18.5,44.6,107.7,540.0,"1,203.0",289.2,170.8,"2,032.1"
Michigan,Southfield,72253,2.8,47.1,188.2,249.1,865.0,"2,117.6",545.3,487.2,"3,527.9"
Nevada,Sparks,92387,1.1,34.6,73.6,144.0,659.2,"1,850.9",259.8,253.3,"2,769.9"
Washington,Spokane Valley,91164,1.1,34.0,73.5,106.4,975.2,"3,821.7",473.9,215.0,"5,270.7"
Arkansas,Springdale,71668,1.4,79.5,41.9,340.5,637.7,"2,914.8",203.7,463.2,"3,756.2"
Ohio,Springfield,60329,8.3,63.0,295.0,252.0,"2,353.8","4,551.7",283.4,618.3,"7,188.9"
Oregon,Springfield,60119,0.0,28.3,49.9,94.8,687.0,"4,012.0",377.6,173.0,"5,076.6"
Missouri,St. Charles,66723,1.5,10.5,34.5,104.9,332.7,"2,492.4",95.9,151.4,"2,921.0"
Utah,St. George,75780,0.0,35.6,30.4,138.6,405.1,"1,540.0",114.8,204.5,"2,059.9"
Missouri,St. Joseph,77330,1.3,28.4,117.7,270.3,"1,284.1","4,324.3",479.8,417.7,"6,088.2"
Texas,Sugar Land,82924,0.0,4.8,44.6,82.0,348.5,"1,467.6",42.2,131.4,"1,858.3"
Florida,Sunrise,87168,1.1,21.8,107.8,133.1,916.6,"2,623.7",164.1,263.9,"3,704.3"
Florida,Tamarac,62382,8.0,20.8,118.6,158.7,979.4,"1,383.4",157.1,306.2,"2,520.0"
Michigan,Taylor,62534,1.6,49.6,95.9,337.4,900.3,"2,528.2",406.2,484.5,"3,834.7"
Texas,Temple,68194,1.5,32.3,108.5,154.0,,"2,101.4",130.5,296.2,
Indiana,Terre Haute,61152,6.5,47.4,139.0,119.4,"1,692.5","3,944.3",462.8,312.3,"6,099.6"
New Jersey,Toms River Township,92131,1.1,3.3,43.4,40.2,694.7,"2,404.2",41.2,87.9,"3,140.1"
California,Tracy,85047,4.7,9.4,77.6,78.8,333.9,"1,866.0",337.5,170.5,"2,537.4"
New Jersey,Trenton,85317,28.1,27.0,676.3,734.9,"1,513.2","1,155.7",549.7,"1,466.3","3,218.6"
Michigan,Troy,81567,2.5,11.0,15.9,44.1,221.9,"1,687.0",131.2,73.6,"2,040.0"
California,Tulare,60848,9.9,16.4,116.7,475.0,"1,176.7","2,221.9",545.6,617.9,"3,944.3"
California,Turlock,69730,2.9,28.7,139.1,467.5,894.9,"1,940.3",730.0,638.2,"3,565.2"
Alabama,Tuscaloosa,91973,4.3,40.2,184.8,290.3,"1,285.2","3,223.8",219.6,519.7,"4,728.6"
California,Tustin,77400,0.0,14.2,46.5,86.6,310.1,"1,656.3",169.3,147.3,"2,135.7"
California,Union City,71089,0.0,12.7,144.9,173.0,604.9,"1,506.6",431.9,330.6,"2,543.3"
New Jersey,Union City,67518,1.5,3.0,157.0,208.8,356.9,"1,319.6",197.0,370.3,"1,873.6"
California,Upland,75531,0.0,10.6,88.7,96.6,838.1,"1,759.5",484.6,195.9,"3,082.2"
Pennsylvania,Upper Darby Township,82978,3.6,19.3,325.4,274.8,268.7,"1,975.2",136.2,623.1,"2,380.1"
New York,Utica,62445,1.6,36.8,201.8,418.0,946.4,"3,225.2",158.5,658.2,"4,330.2"
California,Vacaville,93951,3.2,25.5,77.7,155.4,339.5,"1,639.2",183.1,261.8,"2,161.8"
Texas,Victoria,64076,7.8,48.4,73.4,502.5,927.0,"2,944.9",160.7,632.1,"4,032.7"
New Jersey,Vineland,61252,1.6,11.4,107.8,246.5,"1,133.0","2,945.2",70.2,367.3,"4,148.4"
California,Vista,96087,1.0,26.0,149.9,307.0,455.8,"1,163.5",342.4,483.9,"1,961.8"
California,Walnut Creek,65816,0.0,4.6,28.9,94.2,677.6,"2,222.9",214.2,127.6,"3,114.7"
Massachusetts,Waltham,61725,0.0,19.4,38.9,178.2,309.4,988.3,77.8,236.5,"1,375.5"
Georgia,Warner Robins,69231,8.7,30.3,203.7,286.0,"1,128.1","4,405.5",213.8,528.7,"5,747.4"
Rhode Island,Warwick,82282,1.2,18.2,35.2,69.3,405.9,"2,051.5",115.5,124.0,"2,572.9"
Michigan,Waterford Township,72224,0.0,26.3,44.3,124.6,412.6,"1,312.6",131.5,195.2,"1,856.7"
Iowa,Waterloo,68919,5.8,92.9,100.1,483.2,"1,201.4","2,307.1",139.3,682.0,"3,647.8"
Illinois,Waukegan,89468,2.2,52.5,178.8,235.8,698.6,"2,234.3",71.5,469.4,"3,004.4"
Wisconsin,Waukesha,71049,1.4,36.6,33.8,78.8,327.9,"1,462.4",45.0,150.6,"1,835.4"
Wisconsin,West Allis,60870,0.0,18.1,159.4,136.4,906.9,"3,670.1",216.9,313.8,"4,793.8"
Michigan,West Bloomfield Township,65157,3.1,3.1,13.8,35.3,227.1,813.4,18.4,55.3,"1,059.0"
Connecticut,West Hartford,63487,0.0,3.2,55.1,14.2,382.8,"2,123.3",163.8,72.5,"2,669.8"
Michigan,Westland,83299,1.2,73.2,96.0,235.3,690.3,"1,806.7",396.2,405.8,"2,893.2"
California,Westminster,91908,2.2,9.8,95.7,201.3,507.0,"2,269.7",351.4,309.0,"3,128.1"
Florida,Weston,67452,3.0,7.4,20.8,60.8,219.4,730.9,29.7,91.9,980.0
California,Whittier,86740,0.0,11.5,93.4,179.8,517.6,"2,026.7",340.1,284.8,"2,884.5"
Delaware,Wilmington,72088,36.1,47.2,657.5,962.7,"1,681.3","3,117.0",506.3,"1,703.5","5,304.6"
Minnesota,Woodbury,63190,0.0,,11.1,17.4,305.4,"1,910.1",76.0,,"2,291.5"
Washington,Yakima,93419,11.8,55.7,162.7,375.7,"1,683.8","3,324.8","1,172.1",605.9,"6,180.8"
California,Yorba Linda,65820,0.0,4.6,16.7,59.3,338.8,808.3,48.6,80.5,"1,195.7"
Pennsylvania,York Area Regional,60732,1.6,23.1,26.3,69.2,260.2,759.1,32.9,120.2,"1,052.2"
Ohio,Youngstown,66567,33.0,58.6,366.5,569.4,"2,612.4","2,435.1",414.6,"1,027.5","5,462.2"
California,Yuba City,65653,6.1,33.5,65.5,271.1,763.1,"1,975.5",280.3,376.2,"3,018.9"
Arizona,Yuma,95568,5.2,28.3,63.8,434.2,999.3,"2,262.3",246.9,531.6,"3,508.5"
Pennsylvania,"Abington Township, Montgomery County",55731,1.8,14.4,70.0,111.2,296.1,1650.8,32.3,197.4,1979.1
Oregon,Albany,51084,0.0,19.6,45.0,21.5,438.5,2470.4,184.0,86.1,3092.9
Louisiana,Alexandria,48449,18.6,28.9,293.1,1341.6,2010.4,5102.3,379.8,1682.2,7492.4
California,Aliso Viejo,48999,0.0,0.0,12.2,75.5,208.2,612.3,26.5,87.8,847.0
Florida,Altamonte Springs,42296,2.4,21.3,82.8,229.3,427.9,2463.6,165.5,335.7,3057.0
Pennsylvania,Altoona,46404,4.3,66.8,69.0,211.2,487.0,1381.3,77.6,351.3,1946.0
Iowa,Ames,59271,0.0,54.0,11.8,65.8,491.0,1909.9,52.3,131.6,2453.1
Indiana,Anderson,56132,1.8,96.2,133.6,249.4,1142.0,3584.4,368.8,481.0,5095.1
Iowa,Ankeny,46482,0.0,17.2,15.1,40.9,305.5,1039.1,40.9,73.1,1385.5
Florida,Apopka,43046,2.3,30.2,137.1,169.6,648.1,2269.7,139.4,339.2,3057.2
Minnesota,Apple Valley,49827,4.0,,32.1,36.1,218.8,1968.8,52.2,,2239.7
California,Arcadia,57295,0.0,1.7,38.4,59.3,591.7,1701.7,129.2,99.5,2422.5
Massachusetts,Arlington,43675,0.0,6.9,20.6,89.3,229.0,925.0,25.2,116.8,1179.2
Massachusetts,Attleboro,44033,0.0,43.1,52.2,227.1,556.4,1710.1,145.3,322.5,2411.8
Alabama,Auburn,54785,5.5,23.7,45.6,166.1,763.0,2646.7,93.1,240.9,3502.8
California,Azusa,47111,2.1,12.7,87.0,365.1,649.5,1564.4,341.7,467.0,2555.7
Massachusetts,Barnstable,45570,2.2,48.3,63.6,506.9,829.5,1858.7,96.6,621.0,2784.7
Illinois,Bartlett,41477,0.0,9.6,21.7,43.4,69.9,670.3,24.1,74.7,764.3
Tennessee,Bartlett,55510,0.0,12.6,34.2,191.0,225.2,1124.1,52.2,237.8,1401.5
Ohio,Beavercreek,45563,0.0,13.2,28.5,13.2,250.2,2074.1,30.7,54.9,2355.0
Texas,Bedford,48763,2.1,20.5,59.5,211.2,578.3,1993.3,157.9,293.3,2729.5
California,Bell Gardens,42769,7.0,4.7,156.7,123.9,259.5,720.1,722.5,292.3,1702.2
Nebraska,Bellevue,51678,1.9,38.7,25.2,40.6,299.9,1722.2,187.7,106.4,2209.8
Illinois,Berwyn,56933,1.8,35.1,77.3,84.3,764.1,1566.8,182.7,198.5,2513.5
Massachusetts,Beverly,40150,0.0,19.9,32.4,154.4,288.9,1252.8,27.4,206.7,1569.1
Massachusetts,Billerica,41016,2.4,24.4,17.1,92.6,217.0,868.0,56.1,136.5,1141.0
Mississippi,Biloxi,45037,2.2,66.6,188.7,159.9,1625.3,3153.0,255.3,417.4,5033.6
New York,Binghamton,47250,6.3,31.7,171.4,457.1,1181.0,3665.6,97.4,666.7,4943.9
Virginia,Blacksburg,43070,0.0,27.9,25.5,37.1,185.7,875.3,41.8,90.6,1102.9
Minnesota,Blaine,57953,0.0,,19.0,50.0,345.1,2874.7,96.6,,3316.5
Michigan,Bloomfield Township,41367,2.4,4.8,9.7,36.3,256.2,795.3,41.1,53.2,1092.7
New Jersey,Bloomfield,47620,2.1,2.1,153.3,107.1,552.3,1373.4,361.2,264.6,2286.9
Missouri,Blue Springs,52848,7.6,22.7,37.8,174.1,492.0,2607.5,244.1,242.2,3343.6
Ohio,Boardman,40608,2.5,14.8,76.3,12.3,672.3,3376.2,133.0,105.9,4181.4
Utah,Bountiful,43888,2.3,38.7,4.6,38.7,325.8,1704.3,111.6,84.3,2141.8
Maryland,Bowie,55765,1.8,0.0,68.1,71.7,313.8,1215.8,95.0,141.7,1624.7
Kentucky,Bowling Green,59043,6.8,61.0,127.0,125.3,926.4,3932.7,264.2,320.1,5123.4
Florida,Bradenton,50878,7.9,45.2,184.8,432.4,1004.4,2830.3,147.4,670.2,3982.1
California,Brea,40253,0.0,5.0,57.1,121.7,474.5,2613.5,121.7,183.8,3209.7
California,Brentwood,52811,1.9,7.6,79.5,98.5,454.5,1581.1,208.3,187.5,2243.9
New Jersey,Bridgewater Township,44884,0.0,8.9,11.1,8.9,189.4,1236.5,33.4,29.0,1459.3
Pennsylvania,Bristol Township,54796,0.0,16.4,133.2,54.7,662.5,2292.1,191.6,204.4,3146.2
Massachusetts,Brookline,59658,0.0,6.7,52.0,78.8,248.1,1067.8,30.2,137.5,1346.0
Colorado,Broomfield,58145,1.7,12.0,10.3,27.5,154.8,1850.5,80.8,51.6,2086.2
Arizona,Buckeye,52213,5.7,1.9,21.1,74.7,716.3,1769.7,141.7,103.4,2627.7
Illinois,Buffalo Grove,41687,0.0,0.0,7.2,4.8,88.8,798.8,4.8,12.0,892.4
Arizona,Bullhead City,40277,12.4,0.0,64.6,136.6,819.3,2967.0,250.8,213.5,4037.0
North Carolina,Burlington,51430,3.9,33.1,204.2,548.3,1304.7,3884.9,239.2,789.4,5428.7
Idaho,Caldwell,47223,2.1,14.8,14.8,224.5,563.3,1772.4,101.6,256.2,2437.4
California,Campbell,40339,0.0,44.6,79.3,99.2,919.7,2734.3,433.8,223.1,4087.9
Illinois,Carol Stream,40008,0.0,7.5,15.0,67.5,175.0,987.3,37.5,90.0,1199.8
Arizona,Casa Grande,50132,6.0,8.0,91.8,315.2,1530.0,3857.8,311.2,420.9,5699.0
Wyoming,Casper,56801,5.3,3.5,21.1,121.5,639.1,2642.6,183.1,151.4,3464.7
Colorado,Castle Rock,50038,2.0,24.0,14.0,50.0,203.8,1075.2,52.0,89.9,1331.0
California,Cathedral City,52867,3.8,18.9,128.6,234.6,1184.1,1235.2,561.8,385.9,2981.1
Texas,Cedar Hill,46633,0.0,23.6,81.5,122.2,787.0,2560.4,182.3,227.3,3529.7
Texas,Cedar Park,52051,0.0,21.1,17.3,171.0,178.7,1254.5,36.5,209.4,1469.7
California,Ceres,46167,0.0,32.5,119.1,244.8,853.4,2566.8,781.9,396.4,4202.1
California,Cerritos,49856,0.0,14.0,134.4,92.3,884.5,2513.2,353.0,240.7,3750.8
North Carolina,Chapel Hill,58586,3.4,17.1,51.2,76.8,771.5,1654.0,122.9,148.5,2548.4
Virginia,Charlottesville,43991,4.5,38.6,113.7,293.2,368.3,2832.4,213.7,450.1,3414.3
Michigan,Chesterfield Township,43474,0.0,16.1,32.2,230.0,296.7,1640.1,108.1,278.3,2044.9
Missouri,Chesterfield,47560,0.0,4.2,14.7,29.4,143.0,1402.4,42.1,48.4,1587.5
Massachusetts,Chicopee,55825,0.0,48.4,129.0,284.8,1135.7,1657.0,215.0,462.2,3007.6
Ohio,Cleveland Heights,45761,0.0,21.9,240.4,104.9,666.5,2768.7,166.1,367.1,3601.3
Tennessee,Cleveland,42068,0.0,68.9,92.7,720.3,946.1,4162.3,180.7,881.9,5289.1
California,Coachella,42034,11.9,21.4,159.4,437.7,1008.7,1855.6,816.0,630.4,3680.4
Florida,Coconut Creek,54651,1.8,18.3,58.6,117.1,494.0,2314.7,159.2,195.8,2967.9
Idaho,Coeur d'Alene,45267,0.0,57.4,30.9,486.0,952.1,3081.7,335.8,574.4,4369.6
Ohio,Colerain Township,58345,0.0,0.0,0.0,27.4,270.8,2396.1,1.7,27.4,2668.6
Tennessee,Collierville,44690,0.0,11.2,15.7,145.4,181.2,1761.0,42.5,172.3,1984.8
California,Colton,53431,0.0,18.7,157.2,177.8,984.4,1922.1,662.5,353.7,3569.1
Indiana,Columbus,44817,2.2,26.8,49.1,107.1,584.6,3944.9,401.6,185.2,4931.2
Colorado,Commerce City,47590,14.7,56.7,35.7,250.1,619.9,2103.4,260.6,357.2,2983.8
New Hampshire,Concord,42815,0.0,51.4,44.4,119.1,425.1,2482.8,63.1,214.9,2970.9
Texas,Conroe,59856,3.3,21.7,123.6,220.5,746.8,2507.7,188.8,369.2,3443.3
Texas,Coppell,40053,0.0,7.5,10.0,49.9,322.1,1295.8,37.5,67.4,1655.3
Florida,Coral Gables,48435,6.2,8.3,45.4,103.2,844.4,3627.5,229.2,163.1,4701.1
Oregon,Corvallis,55062,1.8,20.0,27.2,72.6,426.8,2094.0,54.5,121.7,2575.3
California,Covina,48588,4.1,26.8,113.2,166.7,808.8,2202.2,386.9,310.8,3398.0
Illinois,Crystal Lake,40785,0.0,17.2,24.5,110.3,149.6,1782.5,39.2,152.0,1971.3
California,Cupertino,59769,0.0,10.0,38.5,48.5,292.8,952.0,88.7,97.0,1333.5
Florida,Cutler Bay,41799,2.4,12.0,83.7,198.6,574.2,3638.8,227.3,296.7,4440.3
Ohio,Cuyahoga Falls,49470,0.0,34.4,26.3,70.7,464.9,1989.1,121.3,131.4,2575.3
California,Cypress,48976,0.0,4.1,34.7,75.5,373.7,1574.2,130.7,114.3,2078.6
California,Danville,43121,0.0,0.0,4.6,32.5,218.0,767.6,39.4,37.1,1025.0
Virginia,Danville,43324,6.9,34.6,124.6,145.4,974.1,3409.2,103.9,311.6,4487.1
Illinois,De Kalb,43722,0.0,77.8,64.0,306.5,478.0,2449.6,54.9,448.3,2982.5
Michigan,Dearborn Heights,57228,5.2,26.2,75.1,230.7,655.3,1163.8,382.7,337.2,2201.7
Alabama,Decatur,56126,3.6,16.0,142.5,265.5,1462.8,3499.3,228.1,427.6,5190.1
California,Delano,54318,0.0,11.0,97.6,395.8,1003.4,1016.2,625.9,504.4,2645.5
Illinois,Des Plaines,58644,0.0,6.8,22.2,81.8,233.6,1290.8,80.1,110.8,1604.6
Texas,Desoto,50795,2.0,21.7,84.7,151.6,1224.5,2051.4,232.3,259.9,3508.2
California,Diamond Bar,56470,0.0,1.8,30.1,65.5,626.9,929.7,129.3,97.4,1685.9
Florida,Doral,47427,0.0,10.5,33.7,132.8,493.4,4151.6,337.4,177.1,4982.4
Illinois,Downers Grove,48185,0.0,8.3,24.9,27.0,325.8,1699.7,37.4,60.2,2062.9
Utah,Draper,43600,2.3,13.8,9.2,73.4,350.9,1552.8,82.6,98.6,1986.2
California,Dublin,47004,0.0,8.5,42.5,127.6,329.8,1110.5,114.9,178.7,1555.2
Ohio,Dublin,42343,2.4,2.4,18.9,11.8,226.7,1036.8,21.3,35.4,1284.7
Iowa,Dubuque,58460,3.4,34.2,37.6,143.7,,1984.3,78.7,219.0,
Georgia,Dunwoody,47308,2.1,8.5,59.2,25.4,572.8,3263.7,236.7,95.1,4073.3
New Jersey,East Brunswick Township,48009,0.0,0.0,22.9,29.2,258.3,1491.4,39.6,52.1,1789.2
Connecticut,East Hartford,51431,3.9,50.6,161.4,157.5,703.9,2000.7,353.9,373.3,3058.5
Michigan,East Lansing,48701,0.0,34.9,39.0,164.3,441.5,1427.1,170.4,238.2,2039.0
Rhode Island,East Providence,46994,4.3,27.7,29.8,89.4,306.4,1342.7,125.5,151.1,1774.7
California,Eastvale,55439,0.0,1.8,27.1,45.1,461.8,1156.2,198.4,74.0,1816.4
Minnesota,Edina,48932,0.0,,10.2,16.3,228.9,1514.3,36.8,,1780.0
Washington,Edmonds,40609,2.5,9.9,49.3,78.8,640.3,1709.0,123.1,140.4,2472.4
New Jersey,Egg Harbor Township,43501,0.0,6.9,55.2,165.5,446.0,1443.6,73.6,227.6,1963.2
California,El Centro,43643,4.6,16.0,91.7,268.1,1681.8,3602.0,391.8,380.4,5675.6
Illinois,Elmhurst,44460,0.0,11.2,36.0,24.7,251.9,1086.4,60.7,72.0,1399.0
Connecticut,Enfield,44806,0.0,0.0,26.8,40.2,441.9,1319.0,69.2,67.0,1830.1
Oklahoma,Enid,49755,4.0,56.3,42.2,227.1,976.8,2817.8,180.9,329.6,3975.5
Texas,Euless,53228,0.0,18.8,71.4,88.3,608.7,2109.8,264.9,178.5,2983.4
Massachusetts,Everett,42476,4.7,25.9,155.4,214.2,586.2,1417.3,317.8,400.2,2321.3
New Jersey,Evesham Township,45849,0.0,4.4,17.4,43.6,248.6,1223.6,19.6,65.4,1491.9
Ohio,Fairfield,42727,9.4,16.4,65.5,250.4,454.0,2579.2,98.3,341.7,3131.5
New Mexico,Farmington,45328,8.8,178.7,86.0,787.6,732.4,3154.8,229.4,1061.2,4116.7
Massachusetts,Fitchburg,40809,2.5,51.5,115.2,612.6,752.3,1798.6,110.3,781.7,2661.2
Missouri,Florissant,52243,0.0,5.7,55.5,90.0,467.0,1506.4,266.1,151.2,2239.5
Wisconsin,Fond du Lac,43319,0.0,80.8,25.4,316.3,272.4,2440.0,80.8,422.4,2793.2
Florida,Fort Pierce,42566,7.0,72.8,321.9,707.1,1656.3,3589.7,216.1,1108.9,5462.1
California,Fountain Valley,56674,1.8,12.4,30.0,142.9,527.6,1875.6,188.8,187.0,2592.0
New York,Freeport Village,43248,11.6,9.2,249.7,212.7,490.2,1396.6,136.4,483.3,2023.2
Texas,Galveston,49170,4.1,75.2,240.0,282.7,1051.5,3644.5,325.4,602.0,5021.4
California,Gardena,59802,0.0,21.7,279.3,178.9,496.6,1197.3,515.0,479.9,2209.0
Texas,Georgetown,50304,0.0,27.8,9.9,93.4,292.2,1500.9,35.8,131.2,1828.9
California,Gilroy,50042,6.0,14.0,135.9,161.9,677.4,2432.0,463.6,317.7,3573.0
California,Glendora,50903,0.0,15.7,53.0,47.1,396.8,1999.9,143.4,115.9,2540.1
